feature,importance
vol_lag_1,0.969635175966998
rolling_mean_return,0.007430599941394561
volume_lag_1,0.005910476170389738
vol_lag_10,0.005595565712686461
vol_lag_5,0.004555708715280621
return_lag_1,0.0028478884771327997
return_lag_5,0.0022203689679170585
return_lag_10,0.0018042160482007149
